county,nearest_town,town_size,landcover_types,elevation_m,dist_to_town_m,dist_to_water_m,topographic_hazard,landcover_risk,water_proximity_risk,vulnerability_score,flood_risk_score,risk_category
Migori,Mohoni,Town,waterbodies,1134.0,14191.648756204013,9891733.958223425,0.0,9.0,0,0.0,2.2,Low
Migori,Mohoni,Town,waterbodies,1134.0,16419.789667220586,9898061.839375585,0.0,9.0,0,0.0,2.2,Low
Migori,Nyatembe,Town,waterbodies,1134.0,18365.75292814,9904389.72067961,0.0,9.0,0,0.0,2.2,Low
Migori,Nyandhiwa,Town,waterbodies,1134.0,13839.2920525675,9910717.602135208,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Nyandhiwa,Town,waterbodies,1134.0,10562.446387963313,9917045.483742088,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Nyandhiwa,Town,waterbodies,1134.0,10568.429915599598,9923373.365499964,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Nyandhiwa,Town,waterbodies,1134.0,13852.989426953367,9929701.247408545,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Roo,Town,waterbodies,1134.0,18699.79381016924,9936029.129467543,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Roo,Town,waterbodies,1134.0,18698.44843519957,9942357.011676671,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Roo,Town,unknown,1255.0,20728.454530543047,9948684.894035641,0.0,0.0,0,0.0,0.0,Low
Homa Bay,Roo,Town,waterbodies,1134.0,24285.651083834753,9955012.77654417,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Mbita,Town,waterbodies,1134.0,26538.467420485336,9961340.659201974,0.0,9.0,0,0.0,2.2,Low
Siaya,Usenge,Town,waterbodies,1134.0,28545.98108115153,9967668.542008765,0.0,9.0,0,0.0,2.2,Low
Siaya,Usenge,Town,waterbodies,1134.0,10341.59972515009,9992980.074720155,0.0,9.0,0,0.0,2.2,Low
Busia,Usenge,Town,waterbodies,1134.0,11409.8868146299,9999307.95826765,0.0,9.0,0,0.0,2.2,Low
Busia,Bukangasi,Town,waterbodies,1134.0,8032.242386460374,10005635.841962444,0.0,9.0,0,1.5,2.6,Low
Busia,Bukangasi,Town,waterbodies,1134.0,6421.483587585323,10011963.725804254,0.0,9.0,0,1.5,2.6,Low
Busia,Mundere,Town,waterbodies,1134.0,5650.037924112923,10018291.609792806,0.0,9.0,0,1.5,2.6,Low
Migori,Mohoni,Town,waterbodies,1134.0,8003.668688290194,9891697.186805986,0.0,9.0,0,1.5,2.6,Low
Migori,Mohoni,Town,waterbodies,1134.0,11500.66566630879,9898025.091466388,0.0,9.0,0,0.0,2.2,Low
Migori,Nyatembe,Town,waterbodies,1134.0,13948.285365144466,9904352.996248614,0.0,9.0,0,0.0,2.2,Low
Migori,Nyatembe,Town,waterbodies,1134.0,9540.418317448906,9910680.901152436,0.0,9.0,0,1.5,2.6,Low
Homa Bay,Nyandhiwa,Town,waterbodies,1134.0,4901.980391929901,9917008.806177614,0.0,9.0,0,3.0,2.8,Low
Homa Bay,Nyandhiwa,Town,waterbodies,1134.0,4914.860012778238,9923336.711323923,0.0,9.0,0,3.0,2.8,Low
Homa Bay,Nyandhiwa,Town,waterbodies,1134.0,10216.136947376332,9929664.616591126,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Roo,Town,waterbodies,1134.0,12509.284818586308,9935992.521978997,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Roo,Town,waterbodies,1134.0,12507.273564349956,9942320.4274873,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Roo,Town,unknown,1395.0,15377.5402894761,9948648.333115809,0.0,0.0,0,0.0,0.0,Low
Homa Bay,Mbita,Town,waterbodies,1134.0,19343.956614997598,9954976.238864293,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Mbita,Town,waterbodies,1134.0,20481.35571158366,9961304.144732527,0.0,9.0,0,0.0,2.2,Low
Siaya,Mbita,Town,waterbodies,1134.0,23342.458611850037,9967632.050720278,0.0,9.0,0,0.0,2.2,Low
Siaya,Usenge,Town,waterbodies,1134.0,20688.28312620202,9973959.956827322,0.0,9.0,0,0.0,2.2,Low
Siaya,Usenge,Town,waterbodies,1134.0,14525.163921874893,9980287.86305343,0.0,9.0,0,0.0,2.2,Low
Siaya,Usenge,Town,waterbodies,1134.0,8604.81744168793,9986615.769398376,0.0,9.0,0,1.5,2.6,Low
Siaya,Usenge,Town,waterbodies,1134.0,4146.38968890017,9992943.675861934,0.0,9.0,0,3.0,2.8,Low
Busia,Usenge,Town,"rangeland,wetlands",1140.0,6358.410155035492,9999271.58244388,0.0,8.0,0,1.5,2.3,Low
Busia,Bukangasi,Town,"rangeland,wetlands",1144.0,5003.758232636053,10005599.48914399,0.0,8.0,0,1.5,2.3,Low
Busia,Bukangasi,Town,"rangeland,wetlands",1142.0,1325.1906132515774,10011927.395962039,0.0,8.0,0,6.0,3.2,Low
Busia,Mundere,Town,forests,1250.0,2506.0455683711457,10018255.302897802,0.0,1.0,0,3.0,0.8,Low
Busia,Sio Port,Town,unknown,1157.0,818.2258014072754,10024583.209951058,0.0,0.0,0,6.0,1.2,Low
Turkana,Lokichokio,Town,rangeland,874.0,33073.844956588124,10467536.98293936,0.0,3.0,0,0.0,0.8,Low
Migori,Mohoni,Town,waterbodies,1141.0,2608.006618926962,9891664.463467635,0.0,9.0,0,3.0,2.8,Low
Migori,Mohoni,Town,waterbodies,1134.0,8660.733041761754,9897992.389048457,0.0,9.0,0,1.5,2.6,Low
Migori,Karungu,Town,waterbodies,1134.0,8703.661925989782,9904320.314724373,0.0,9.0,0,1.5,2.6,Low
Migori,Nyatembe,Town,waterbodies,1134.0,5325.460889156453,9910648.240495201,0.0,9.0,0,1.5,2.6,Low
Homa Bay,Kabuya,Town,unknown,1187.0,1932.007980732156,9916976.16636076,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Nyandhiwa,Town,unknown,1217.0,4087.4386857141376,9923304.092320867,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Magunga,Town,unknown,1339.0,9443.089190342245,9929632.018375343,0.0,0.0,0,1.5,0.3,Low
Homa Bay,Roo,Town,forests,1190.0,6585.5366373731395,9935959.944524007,0.0,1.0,0,1.5,0.6,Low
Homa Bay,Roo,Town,waterbodies,1134.0,6581.715440761422,9942287.870766679,0.0,9.0,0,1.5,2.6,Low
Homa Bay,Roo,Town,waterbodies,1134.0,11106.567043156527,9948615.797103181,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Mbita,Town,waterbodies,1134.0,13018.122148726698,9954943.723533332,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Mbita,Town,waterbodies,1134.0,14654.991591286564,9961271.650056954,0.0,9.0,0,0.0,2.2,Low
Siaya,Mbita,Town,waterbodies,1134.0,18443.243228949486,9967599.57667387,0.0,9.0,0,0.0,2.2,Low
Siaya,Usenge,Town,waterbodies,1134.0,20453.26598093538,9973927.503383903,0.0,9.0,0,0.0,2.2,Low
Siaya,Usenge,Town,waterbodies,1134.0,14188.425477632436,9980255.430186873,0.0,9.0,0,0.0,2.2,Low
Siaya,Usenge,Town,waterbodies,1134.0,8023.335577038397,9986583.357082605,0.0,9.0,0,1.5,2.6,Low
Siaya,Usenge,Town,urban_areas,1140.0,2742.9141490777424,9992911.284070924,0.0,6.0,0,3.0,2.1,Low
Siaya,Usenge,Town,unknown,1174.0,5546.20683680763,9999239.211151654,0.0,0.0,0,1.5,0.3,Low
Siaya,Bukhoba,Town,"rangeland,wetlands",1146.0,7359.755181947379,10005567.138324616,0.0,8.0,0,1.5,2.3,Low
Siaya,Bukhoba,Town,unknown,1146.0,1081.2651368947982,10011895.06558964,0.0,0.0,0,6.0,1.2,Low
Busia,Ruambwa,Town,unknown,1243.0,3910.7294596772676,10018222.992946548,0.0,0.0,0,3.0,0.6,Low
Busia,Bukiri,Town,unknown,1214.0,1309.8740607882687,10024550.92039517,0.0,0.0,0,6.0,1.2,Low
Busia,Nangina,Town,unknown,1162.0,2507.3915755073554,10030878.847935326,0.0,0.0,0,3.0,0.6,Low
Turkana,Lokichokio,Town,forests,954.0,28427.91184768774,10454850.192940537,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,866.0,26877.634559986294,10461178.126320835,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,rangeland,780.0,26772.289313027268,10467506.059781682,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,forests,775.0,28128.11544666117,10473833.99332293,0.0,1.0,0,0.0,0.2,Low
Migori,Mihuru,Town,unknown,1176.0,2838.09371118385,9885307.844407009,0.0,0.0,0,3.0,0.6,Low
Migori,Mihuru,Town,unknown,1153.0,4494.7693946223435,9891635.788248546,0.0,0.0,0,3.0,0.6,Low
Migori,Karungu,Town,waterbodies,1139.0,9031.810342085628,9897963.732161893,0.0,9.0,0,1.5,2.6,Low
Migori,Karungu,Town,waterbodies,1134.0,3192.92011061619,9904291.676146906,0.0,9.0,0,3.0,2.8,Low
Migori,Raguda Owigo,Town,unknown,1182.0,3823.99915111402,9910619.620203452,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Nyatembe,Town,forests,1302.0,4726.59906659818,9916947.564331394,0.0,1.0,0,3.0,0.8,Low
Homa Bay,Magunga,Town,unknown,1343.0,1449.2213285943994,9923275.50853059,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Magunga,Town,unknown,1652.0,5757.241400288351,9929603.45280091,0.0,0.0,0,1.5,0.3,Low
Homa Bay,Roo,Town,forests,1260.0,3216.138512541703,9935931.397142218,0.0,1.0,0,3.0,0.8,Low
Homa Bay,Roo,Town,waterbodies,1134.0,3208.3067610232297,9942259.341554375,0.0,9.0,0,3.0,2.8,Low
Homa Bay,Sindo,Town,waterbodies,1134.0,8585.335982587474,9948587.286037248,0.0,9.0,0,1.5,2.6,Low
Homa Bay,Mbita,Town,waterbodies,1134.0,6696.381040190875,9954915.2305907,0.0,9.0,0,1.5,2.6,Low
Homa Bay,Mbita,Town,waterbodies,1134.0,9494.145211494244,9961243.175214598,0.0,9.0,0,1.5,2.6,Low
Siaya,Mbita,Town,waterbodies,1134.0,14680.709640833114,9967571.119908808,0.0,9.0,0,0.0,2.2,Low
Siaya,Mbita,Town,waterbodies,1134.0,20518.158928616416,9973899.064673195,0.0,9.0,0,0.0,2.2,Low
Siaya,Usenge,Town,unknown,1180.0,16484.223248649676,9980227.009507628,0.0,0.0,0,0.0,0.0,Low
Siaya,Usenge,Town,waterbodies,1134.0,11610.000532246468,9986554.954411972,0.0,9.0,0,0.0,2.2,Low
Siaya,Usenge,Town,waterbodies,1134.0,8828.46400039124,9992882.899386093,0.0,9.0,0,1.5,2.6,Low
Siaya,Usenge,Town,unknown,1187.0,10058.757818619797,9999210.844429862,0.0,0.0,0,0.0,0.0,Low
Siaya,Bukhoba,Town,"rangeland,wetlands",1148.0,9930.909195743723,10005538.789543143,0.0,8.0,0,1.5,2.3,Low
Siaya,Sifuyo,Town,unknown,1211.0,5470.407811185783,10011866.734725807,0.0,0.0,0,1.5,0.3,Low
Siaya,Sifuyo,Town,unknown,1198.0,1662.5638217735564,10018194.67997772,0.0,0.0,0,6.0,1.2,Low
Siaya,Uwai,Town,unknown,1248.0,3988.340343836422,10024522.625298753,0.0,0.0,0,3.0,0.6,Low
Busia,Funyula,Town,unknown,1260.0,2377.519464423472,10030850.570688777,0.0,0.0,0,3.0,0.6,Low
Busia,Matayo,Town,unknown,1219.0,4609.1265468562315,10037178.516147656,0.0,0.0,0,3.0,0.6,Low
Busia,Mundika,Town,unknown,1194.0,3083.9666034210986,10043506.461675264,0.0,0.0,0,3.0,0.6,Low
Busia,Busia,Town,unknown,1204.0,2374.23947954357,10049834.40727147,0.0,0.0,0,3.0,0.6,Low
Busia,Bogendi,Town,floodplains,1142.0,5959.864453551217,10056162.352936147,0.0,10.0,0,1.5,2.8,Low
Busia,Bogendi,Town,floodplains,1124.0,11480.190960065676,10062490.298669161,0.0,10.0,0,0.0,2.5,Low
Turkana,Lokichokio,Town,forests,1078.0,35339.06337620051,10435839.213403665,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,951.0,30378.429252141734,10442167.163012397,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,rangeland,902.0,26017.987918892675,10448495.112682164,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,rangeland,863.0,22607.733076713146,10454823.062412858,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,forests,812.0,20624.516052217423,10461151.01220437,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,744.0,20487.04219521302,10467478.962056587,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,732.0,22229.581674622295,10473806.9119694,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,rangeland,721.0,25469.135693010234,10480134.861942697,0.0,3.0,0,0.0,0.8,Low
Migori,Bande,Town,unknown,1251.0,379.5454907408524,9885283.201577673,0.0,0.0,0,10.0,2.0,Low
Migori,Bande,Town,unknown,1177.0,6258.642099582239,9891611.161183927,0.0,0.0,0,1.5,0.3,Low
Migori,Nyakweri,Town,floodplains,1145.0,3194.751158199706,9897939.120841831,0.0,10.0,0,3.0,3.1,Low
Migori,Karungu,Town,unknown,1157.0,4308.997909288633,9904267.080551285,0.0,0.0,0,3.0,0.6,Low
Migori,Raguda Owigo,Town,unknown,1276.0,3844.1918373860926,9910595.040312191,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Aora Chuodho,Town,unknown,1490.0,6270.074522285595,9916923.00012445,0.0,0.0,0,1.5,0.3,Low
Homa Bay,Wiga,Town,unknown,1244.0,2592.3394008985874,9923250.959987964,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Wiga,Town,forests,1656.0,4332.158524511544,9929578.919902636,0.0,1.0,0,3.0,0.8,Low
Homa Bay,Onywera,Town,unknown,1241.0,4020.3226695827225,9935906.879868366,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Onywera,Town,unknown,1329.0,3199.6401574973943,9942234.839885056,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Mbita,Town,unknown,1183.0,5923.562739616739,9948562.799952611,0.0,0.0,0,1.5,0.3,Low
Homa Bay,Mbita,Town,unknown,1152.0,546.536176009449,9954890.760070935,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Mbita,Town,waterbodies,1134.0,6752.47925233379,9961218.720239928,0.0,9.0,0,1.5,2.6,Low
Siaya,Mbita,Town,waterbodies,1134.0,13075.948084735943,9967546.680459496,0.0,9.0,0,0.0,2.2,Low
Siaya,Bondo,Town,waterbodies,1134.0,18015.027284197975,9973874.640729541,0.0,9.0,0,0.0,2.2,Low
Siaya,Bondo,Town,unknown,1196.0,12536.285252767362,9980202.601049969,0.0,0.0,0,0.0,0.0,Low
Siaya,Bondo,Town,unknown,1168.0,8358.400315078683,9986530.561420683,0.0,0.0,0,1.5,0.3,Low
Siaya,Bondo,Town,unknown,1242.0,7915.455243728084,9992858.521841586,0.0,0.0,0,1.5,0.3,Low
Siaya,Bondo,Town,unknown,1183.0,11641.8716538114,9999186.482312586,0.0,0.0,0,0.0,0.0,Low
Siaya,Boro,Town,unknown,1201.0,9380.045186112611,10005514.442833586,0.0,0.0,0,1.5,0.3,Low
Siaya,North Nzoia,Town,unknown,1248.0,8267.183210491748,10011842.40340449,0.0,0.0,0,1.5,0.3,Low
Siaya,North Nzoia,Town,unknown,1168.0,3312.06758951045,10018170.364025205,0.0,0.0,0,3.0,0.6,Low
Siaya,Ukwala,Town,unknown,1224.0,2792.5234987952904,10024498.324695637,0.0,0.0,0,3.0,0.6,Low
Busia,Odiado,Town,unknown,1276.0,3078.712549793402,10030826.285415692,0.0,0.0,0,3.0,0.6,Low
Busia,Bumala,Town,unknown,1230.0,3098.126264814408,10037154.246185275,0.0,0.0,0,3.0,0.6,Low
Busia,Matayo,Town,unknown,1174.0,4385.0002325714395,10043482.207004292,0.0,0.0,0,3.0,0.6,Low
Busia,Bogendi,Town,floodplains,1203.0,3016.9989574849037,10049810.16787265,0.0,10.0,0,3.0,3.1,Low
Busia,Bogendi,Town,unknown,1195.0,5028.907921640179,10056138.12879026,0.0,0.0,0,1.5,0.3,Low
Busia,Likoli,Town,unknown,1198.0,8518.755181648761,10062466.089757022,0.0,0.0,0,1.5,0.3,Low
Busia,Malaba,Town,rangeland,1118.0,8606.869371372015,10068794.050772848,0.0,3.0,0,1.5,1.0,Low
Turkana,Lokichokio,Town,forests,1191.0,43865.27519706894,10423159.943206051,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,936.0,32123.200201024818,10435815.870583028,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,877.0,26568.77028910795,10442143.834337533,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,rangeland,827.0,21447.29088243198,10448471.798135938,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,forests,792.0,17151.098673726836,10454799.76197817,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,752.0,14436.802043256634,10461127.725864144,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,forests,723.0,14239.715192251684,10467455.689793782,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,695.0,16649.47123114449,10473783.653767006,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,688.0,20778.05245438014,10480111.617783738,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,forests,665.0,25813.50815594884,10486439.581843896,0.0,1.0,0,0.0,0.2,Low
Migori,Bande,Town,unknown,1316.0,9270.538633971752,9878934.636779616,0.0,0.0,0,1.5,0.3,Low
Migori,Bande,Town,unknown,1245.0,6699.422715061671,9885262.609524379,0.0,0.0,0,1.5,0.3,Low
Migori,Macalder,Town,unknown,1178.0,4284.395997169219,9891590.582304014,0.0,0.0,0,3.0,0.6,Low
Migori,Nyakweri,Town,unknown,1163.0,3362.591697069588,9897918.555118453,0.0,0.0,0,3.0,0.6,Low
Migori,Ndiwa,Town,unknown,1175.0,3822.3663409998476,9904246.527967632,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Aora Chuodho,Town,unknown,1302.0,2820.4430246820602,9910574.500851484,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Aora Chuodho,Town,unknown,1462.0,4128.049995348217,9916902.473769939,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Wiga,Town,"forests,protected_areas",1231.0,5445.886606113733,9923230.446722936,0.0,1.0,0,1.5,0.6,Low
Homa Bay,Wiga,Town,unknown,1226.0,6457.945094122104,9929558.419710405,0.0,0.0,0,1.5,0.3,Low
Homa Bay,Nduga,Town,forests,1292.0,3530.5682451493685,9935886.392732281,0.0,1.0,0,3.0,0.8,Low
Homa Bay,Nduga,Town,forests,1298.0,4484.768924831135,9942214.3657885,0.0,1.0,0,3.0,0.8,Low
Homa Bay,Mbita,Town,unknown,1194.0,8404.340919217579,9948542.338878995,0.0,0.0,0,1.5,0.3,Low
Homa Bay,Mbita,Town,waterbodies,1134.0,5986.90675958347,9954870.312003702,0.0,9.0,0,1.5,2.6,Low
Siaya,Mbita,Town,waterbodies,1134.0,9007.792560303413,9961198.285162553,0.0,9.0,0,1.5,2.6,Low
Siaya,Mbita,Town,unknown,1146.0,14370.969663560241,9967526.258355487,0.0,0.0,0,0.0,0.0,Low
Siaya,Asembo,Town,unknown,1148.0,16164.15238269167,9973854.231582435,0.0,0.0,0,0.0,0.0,Low
Siaya,Bondo,Town,unknown,1271.0,10127.094595828059,9980182.204843335,0.0,0.0,0,0.0,0.0,Low
Siaya,Bondo,Town,unknown,1218.0,3906.718935526953,9986510.178138122,0.0,0.0,0,3.0,0.6,Low
Siaya,Bondo,Town,unknown,1230.0,2837.9620733124384,9992838.151466731,0.0,0.0,0,3.0,0.6,Low
Siaya,Siaya,Town,unknown,1259.0,8832.651120630793,9999166.124829097,0.0,0.0,0,1.5,0.3,Low
Siaya,Boro,Town,unknown,1263.0,3504.8848090314214,10005494.098225158,0.0,0.0,0,3.0,0.6,Low
Siaya,Ndere,Town,unknown,1260.0,3616.4089865155906,10011822.071654849,0.0,0.0,0,3.0,0.6,Low
Siaya,South Nzoia,Town,unknown,1238.0,3013.743038553007,10018150.045118107,0.0,0.0,0,3.0,0.6,Low
Siaya,South Nzoia,Town,unknown,1235.0,5428.156854718429,10024478.018614866,0.0,0.0,0,1.5,0.3,Low
Siaya,Jara,Town,unknown,1270.0,1916.352249088506,10030805.992145065,0.0,0.0,0,6.0,1.2,Low
Busia,Jara,Town,unknown,1269.0,5098.340449134238,10037133.965708641,0.0,0.0,0,1.5,0.3,Low
Busia,Buyofu,Town,unknown,1240.0,5895.992965001753,10043461.93930553,0.0,0.0,0,1.5,0.3,Low
Busia,Nambale,Town,unknown,1195.0,433.3307832550143,10049789.912935669,0.0,0.0,0,10.0,2.0,Low
Busia,Lugulu,Town,unknown,1239.0,5265.668544716652,10056117.886598995,0.0,0.0,0,1.5,0.3,Low
Busia,Likoli,Town,unknown,1400.0,2535.4476040725667,10062445.860295447,0.0,0.0,0,3.0,0.6,Low
Busia,Malaba,Town,unknown,1140.0,2915.834953712055,10068773.83402496,0.0,0.0,0,3.0,0.6,Low
Turkana,Lokichokio,Town,forests,1041.0,42276.472499046045,10423140.413787112,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,1049.0,36071.11523758117,10429468.389302826,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,937.0,29917.181518370435,10435796.364848234,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,841.0,23854.503003068203,10442124.34042328,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,788.0,17975.65144977101,10448452.316027913,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,743.0,12541.84773324565,10454780.291662076,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,rangeland,716.0,8459.256000629344,10461108.267325718,0.0,3.0,0,1.5,1.0,Low
Turkana,Lokichokio,Town,forests,692.0,8118.327882294981,10467436.243018785,0.0,1.0,0,1.5,0.6,Low
Turkana,Lokichokio,Town,rangeland,671.0,11846.630370055134,10473764.218741223,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,rangeland,641.0,17171.64006858335,10480092.194492979,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,rangeland,636.0,23010.322947869325,10486420.170274,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,rangeland,621.0,29054.63594136926,10492748.146084234,0.0,3.0,0,0.0,0.8,Low
Migori,Mukuro,Town,unknown,1290.0,9570.02110070657,9878918.084932124,0.0,0.0,0,1.5,0.3,Low
Migori,Mukuro,Town,unknown,1289.0,7179.63984653658,9885246.06827244,0.0,0.0,0,1.5,0.3,Low
Migori,Macalder,Town,unknown,1211.0,2801.0567059985324,9891574.05163407,0.0,0.0,0,3.0,0.6,Low
Migori,Macalder,Town,unknown,1246.0,5317.996602515329,9897902.035016974,0.0,0.0,0,1.5,0.3,Low
Migori,Osani,Town,unknown,1278.0,2954.4555981098406,9904230.018421113,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Osani,Town,unknown,1336.0,3587.334071968501,9910558.001846446,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Kondiek,Town,unknown,1370.0,780.6029563699561,9916885.98529293,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Ndisi,Town,unknown,1429.0,4374.721521356615,9923213.968760528,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Olambwe,Town,"forests,protected_areas",1181.0,3769.3022763121253,9929541.952249195,0.0,1.0,0,3.0,0.8,Low
Homa Bay,God Jope,Town,forests,1164.0,2686.0572214652598,9935869.935758898,0.0,1.0,0,3.0,0.8,Low
Homa Bay,Kitare,Town,unknown,1163.0,3492.2591178836856,9942197.919289589,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Kitare,Town,unknown,1149.0,5185.811797102846,9948525.902841233,0.0,0.0,0,1.5,0.3,Low
Siaya,Kitare,Town,waterbodies,1134.0,11030.710867550666,9954853.886413787,0.0,9.0,0,0.0,2.2,Low
Siaya,Mbita,Town,unknown,1210.0,14027.538827809985,9961181.870007213,0.0,0.0,0,0.0,0.0,Low
Siaya,Asembo,Town,unknown,1190.0,15305.93972848132,9967509.853621472,0.0,0.0,0,0.0,0.0,Low
Siaya,Asembo,Town,unknown,1170.0,10648.776207177325,9973837.837256521,0.0,0.0,0,0.0,0.0,Low
Siaya,Asembo,Town,unknown,1208.0,8521.047262466565,9980165.820912324,0.0,0.0,0,1.5,0.3,Low
Siaya,Bondo,Town,unknown,1261.0,6383.511404807096,9986493.804588841,0.0,0.0,0,1.5,0.3,Low
Siaya,Bondo,Town,unknown,1275.0,5791.441421930922,9992821.78828603,0.0,0.0,0,1.5,0.3,Low
Siaya,Siaya,Town,unknown,1294.0,8307.081335705525,9999149.772003854,0.0,0.0,0,1.5,0.3,Low
Siaya,Siaya,Town,unknown,1323.0,2932.909640097622,10005477.755742274,0.0,0.0,0,3.0,0.6,Low
Siaya,Ndere,Town,unknown,1277.0,2869.5893215551673,10011805.73950125,0.0,0.0,0,3.0,0.6,Low
Siaya,Rangala,Town,unknown,1230.0,2549.8028078350494,10018133.723280745,0.0,0.0,0,3.0,0.6,Low
Siaya,Ugunja,Town,unknown,1239.0,4373.56062350871,10024461.707080716,0.0,0.0,0,3.0,0.6,Low
Siaya,Jara,Town,unknown,1264.0,5211.45997964804,10030789.690901129,0.0,0.0,0,1.5,0.3,Low
Busia,Bufula Muanda,Town,unknown,1280.0,3359.5718604602544,10037117.67474194,0.0,0.0,0,3.0,0.6,Low
Busia,Buyofu,Town,unknown,1268.0,1245.9009332193564,10043445.658603117,0.0,0.0,0,6.0,1.2,Low
Busia,Mungatsi,Town,floodplains,1210.0,1725.7213614209816,10049773.642484616,0.0,10.0,0,6.0,3.7,Low
Busia,Kwang'amor,Town,floodplains,1205.0,2008.2600511685803,10056101.626386402,0.0,10.0,0,3.0,3.1,Low
Busia,Amukura,Town,unknown,1266.0,4250.467483627379,10062429.610308435,0.0,0.0,0,3.0,0.6,Low
Busia,Amagoro,Town,unknown,1172.0,2901.746938610101,10068757.594250677,0.0,0.0,0,3.0,0.6,Low
Busia,Amagoro,Town,unknown,1237.0,5588.5778699215925,10075085.57821309,0.0,0.0,0,1.5,0.3,Low
Busia,Kalait,Town,unknown,1222.0,2077.7876569243012,10081413.562195638,0.0,0.0,0,3.0,0.6,Low
Turkana,Lokichokio,Town,forests,957.0,47924.80562600475,10416796.741118666,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,1017.0,41599.57997156463,10423124.726134537,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,1024.0,35275.34948559497,10429452.711168591,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,950.0,28952.766307403686,10435780.696220797,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,821.0,22633.211004437584,10442108.681291118,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,749.0,16320.20134347794,10448436.666379524,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,712.0,10026.109485334962,10454764.651485981,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,685.0,3844.988807810529,10461092.636610456,0.0,3.0,0,3.0,1.4,Low
