county,nearest_town,town_size,landcover_types,elevation_m,dist_to_town_m,dist_to_water_m,topographic_hazard,landcover_risk,water_proximity_risk,vulnerability_score,flood_risk_score,risk_category
Wajir,Wajir,Town,forests,213.0,49446.02593369075,10210777.601469982,2.0,1.0,0,0.0,0.8,Low
Wajir,Wajir,Town,forests,235.0,49322.41163890497,10217092.091168104,2.0,1.0,0,0.0,0.8,Low
Wajir,Wajir,Town,forests,254.0,50005.78233684539,10223406.597573362,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,275.0,46766.36831059038,10229721.120654818,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,299.0,41572.50078262038,10236035.66038161,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,318.0,36736.080434365234,10242350.216722952,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,335.0,32417.48845977018,10248664.789648134,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,358.0,28850.211063326955,10254979.37912652,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,368.0,26341.27876086682,10261293.985127551,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,384.0,25208.697370488495,10267608.607620744,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,373.0,25635.542660065807,10273923.246575689,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,397.0,27549.42539936603,10280237.901962047,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,411.0,30673.24241410442,10286552.573749563,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,408.0,34681.57909544482,10292867.261908049,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,rangeland,402.0,39304.74812173175,10299181.966407392,2.0,3.0,0,0.0,1.4,Low
Wajir,Khorof Harar,Town,forests,408.0,44350.89276747375,10305496.687217552,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,412.0,49691.32038526583,10311811.424308566,2.0,1.0,0,0.0,0.8,Low
Wajir,El Wak,Town,"floodplains,forests",414.0,49383.88431319597,10318126.177650543,2.0,10.0,0,0.0,3.1,Low
Wajir,El Wak,Town,"floodplains,forests",423.0,47971.2869037398,10324440.94721366,2.0,10.0,0,0.0,3.1,Low
Mandera,El Wak,Town,"floodplains,rangeland",433.0,47368.84917899856,10330755.732968176,2.0,10.0,0,0.0,3.1,Low
Mandera,El Wak,Town,"floodplains,rangeland",450.0,47607.33710138078,10337070.534884414,2.0,10.0,0,0.0,3.1,Low
Mandera,El Wak,Town,"floodplains,rangeland",454.0,48674.3914931281,10343385.352932775,2.0,10.0,0,0.0,3.1,Low
Mandera,El Wak,Town,"floodplains,rangeland",473.0,50517.535535377174,10349700.18708373,2.0,10.0,0,0.0,3.1,Low
Mandera,Takaba,Town,urban_areas,485.0,48151.909664288534,10356015.037307821,2.0,6.0,0,0.0,2.1,Low
Mandera,Takaba,Town,rangeland,509.0,43575.21189761863,10362329.903575664,0.0,3.0,0,0.0,0.8,Low
Mandera,Takaba,Town,forests,534.0,39485.17376847828,10368644.785857946,0.0,1.0,0,0.0,0.2,Low
Mandera,Takaba,Town,rangeland,573.0,36047.828937836,10374959.684125423,0.0,3.0,0,0.0,0.8,Low
Mandera,Takaba,Town,forests,705.0,33464.90942369406,10381274.598348923,0.0,1.0,0,0.0,0.2,Low
Mandera,Takaba,Town,forests,731.0,31944.350397849827,10387589.52849935,0.0,1.0,0,0.0,0.2,Low
Mandera,Takaba,Town,forests,620.0,31639.691053250972,10393904.47454767,0.0,1.0,0,0.0,0.2,Low
Mandera,Takaba,Town,forests,602.0,32585.054020973028,10400219.436464924,0.0,1.0,0,0.0,0.2,Low
Mandera,Takaba,Town,"floodplains,rangeland",626.0,34678.35937806591,10406534.414222226,0.0,10.0,0,0.0,2.5,Low
Mandera,Takaba,Town,forests,667.0,37729.01589968724,10412849.407790752,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,forests,719.0,41169.42986458523,10419164.417141758,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,forests,746.0,35459.92776062957,10425479.442246562,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,forests,790.0,29999.63610117852,10431794.483076552,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,forests,831.0,24952.695718442912,10438109.53960319,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,unknown,810.0,20624.816339334146,10444424.611798001,0.0,0.0,0,0.0,0.0,Low
Mandera,Bannissa,Town,rangeland,802.0,17556.088472246043,10450739.699632585,0.0,3.0,0,0.0,0.8,Low
Mandera,Bannissa,Town,forests,896.0,16466.226157179914,10457054.803078603,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,forests,941.0,17724.11163566348,10463369.922107792,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,forests,896.0,20910.256590666868,10469685.05669195,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,forests,897.0,25306.53465217221,10476000.20680295,0.0,1.0,0,0.0,0.2,Low
Tana River,Kipini,Town,unknown,17.0,3354.1505825974946,9743989.290607344,10.0,0.0,0,3.0,3.6,Low
Tana River,Kipini,Town,forests,9.0,6510.767246168171,9750302.170587705,10.0,1.0,0,1.5,3.6,Low
Lamu,Witu,Town,forests,27.0,11641.069875876277,9756615.07015789,7.0,1.0,0,0.0,2.4,Low
Lamu,Witu,Town,forests,17.0,11778.881414273712,9762927.989279896,10.0,1.0,0,0.0,3.2,Low
Lamu,Witu,Town,forests,19.0,14901.568873377437,9769240.927915817,10.0,1.0,0,0.0,3.2,Low
Lamu,Mkunumbi,Town,forests,22.0,17218.6216683493,9775553.88602785,7.0,1.0,0,0.0,2.4,Low
Lamu,Mkunumbi,Town,forests,24.0,20551.01484142357,9781866.863578288,7.0,1.0,0,0.0,2.4,Low
Lamu,Mkunumbi,Town,forests,30.0,25065.80654730814,9788179.86052952,7.0,1.0,0,0.0,2.4,Low
Lamu,Majengo,Town,forests,33.0,26736.992240255746,9794492.876844028,7.0,1.0,0,0.0,2.4,Low
Lamu,Majengo,Town,forests,40.0,22891.788853483024,9800805.912484396,7.0,1.0,0,0.0,2.4,Low
Lamu,Majengo,Town,rangeland,37.0,20329.49600382172,9807118.967413306,7.0,3.0,0,0.0,2.8,Low
Lamu,Bodhei,Town,rangeland,41.0,18725.370922260638,9813432.04159353,7.0,3.0,0,0.0,2.8,Low
Garissa,Bodhei,Town,rangeland,48.0,18645.15463319828,9819745.13498794,7.0,3.0,0,0.0,2.8,Low
Garissa,Bodhei,Town,forests,50.0,20609.00857429843,9826058.247559497,4.0,1.0,0,0.0,1.4,Low
Garissa,Ijara,Town,forests,55.0,15677.875714974847,9832371.379271265,4.0,1.0,0,0.0,1.4,Low
Garissa,Ijara,Town,forests,54.0,9596.132245397335,9838684.5300864,4.0,1.0,0,1.5,1.8,Low
Garissa,Ijara,Town,forests,55.0,4296.84642593972,9844997.69996815,4.0,1.0,0,3.0,2.0,Low
Garissa,Ijara,Town,forests,61.0,4992.71392581904,9851310.88887986,4.0,1.0,0,3.0,2.0,Low
Garissa,Ijara,Town,forests,65.0,10558.34567922569,9857624.096784966,4.0,1.0,0,0.0,1.4,Low
Garissa,Ijara,Town,forests,67.0,16676.849301321286,9863937.323647,4.0,1.0,0,0.0,1.4,Low
Garissa,Ijara,Town,"forests,wetlands",64.0,22909.454593157312,9870250.569429586,4.0,8.0,0,0.0,3.2,Low
Garissa,Ijara,Town,forests,71.0,29183.147275317875,9876563.834096441,4.0,1.0,0,0.0,1.4,Low
Garissa,Ijara,Town,"floodplains,forests",73.0,35476.136035789605,9882877.117611375,4.0,10.0,0,0.0,3.7,Low
Garissa,Ijara,Town,"floodplains,forests",79.0,41779.70247819874,9889190.419938289,4.0,10.0,0,0.0,3.7,Low
Garissa,Ijara,Town,"floodplains,rangeland",85.0,48089.687234414014,9895503.741041178,4.0,10.0,0,0.0,3.7,Low
Garissa,Ijara,Town,"floodplains,rangeland",87.0,54403.85708238634,9901817.080884129,4.0,10.0,0,0.0,3.7,Low
Garissa,Ijara,Town,"floodplains,forests",91.0,60720.906453853895,9908130.439431315,4.0,10.0,0,0.0,3.7,Low
Garissa,Masabubu,Town,"floodplains,rangeland",100.0,65899.63440504164,9914443.81664701,4.0,10.0,0,0.0,3.7,Low
Garissa,Masabubu,Town,rangeland,107.0,68528.8492858157,9920757.21249557,4.0,3.0,0,0.0,2.0,Low
Garissa,Masabubu,Town,forests,116.0,71622.1454730165,9927070.626941442,4.0,1.0,0,0.0,1.4,Low
Garissa,Bura,Town,forests,117.0,74410.2175354428,9933384.059949173,4.0,1.0,0,0.0,1.4,Low
Garissa,Bura,Town,"rangeland,wetlands",114.0,77211.44005528667,9939697.511483386,4.0,8.0,0,0.0,3.2,Low
Garissa,Bura,Town,forests,124.0,80414.0512917384,9946010.981508804,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,129.0,75197.91487660754,9952324.469990237,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,"floodplains,forests,wetlands",124.0,69139.12171758387,9958637.976892583,4.0,10.0,0,0.0,3.7,Low
Garissa,Hagadera,Town,forests,132.0,63133.169332516816,9964951.502180826,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,133.0,57196.70581473733,9971265.045820044,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,138.0,51353.83539860457,9977578.607775403,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,145.0,45640.51744049728,9983892.188012153,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,140.0,40112.14806421742,9990205.786495632,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,132.0,34856.838359424764,9996519.403191268,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,123.0,30018.346165377443,10002833.038064579,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,129.0,25831.96083524817,10009146.691081163,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,144.0,22662.004824886084,10015460.362206707,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,134.0,20974.505781365264,10021774.051406987,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,134.0,21127.718543702005,10028087.758647865,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,rangeland,126.0,23085.022351110132,10034401.483895283,4.0,3.0,0,0.0,2.0,Low
Garissa,Hagadera,Town,rangeland,116.0,26448.87882388626,10040715.227115277,4.0,3.0,0,0.0,2.0,Low
Wajir,Hagadera,Town,"floodplains,rangeland",109.0,30761.262866306122,10047028.988273961,4.0,10.0,0,0.0,3.7,Low
Wajir,Dadaab,Town,"floodplains,forests",107.0,35141.35627149791,10053342.76733754,4.0,10.0,0,0.0,3.7,Low
Wajir,Liboi,Town,rangeland,104.0,34725.306898758674,10059656.5642723,4.0,3.0,0,0.0,2.0,Low
Wajir,Liboi,Town,rangeland,103.0,34980.97068160242,10065970.37904461,4.0,3.0,0,0.0,2.0,Low
Wajir,Liboi,Town,rangeland,98.0,36353.498434693734,10072284.211620927,4.0,3.0,0,0.0,2.0,Low
Wajir,Liboi,Town,rangeland,96.0,38724.3147783848,10078598.061967792,4.0,3.0,0,0.0,2.0,Low
Wajir,Liboi,Town,rangeland,100.0,41924.40136328226,10084911.930051826,4.0,3.0,0,0.0,2.0,Low
Wajir,Liboi,Town,rangeland,107.0,45780.186459687284,10091225.815839736,4.0,3.0,0,0.0,2.0,Low
Wajir,Liboi,Town,forests,104.0,50140.62906364345,10097539.719298314,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,rangeland,106.0,54658.41021583654,10103853.640394432,4.0,3.0,0,0.0,2.0,Low
Wajir,Dif,Town,"forests,wetlands",115.0,51703.25064835867,10110167.579095043,4.0,8.0,0,0.0,3.2,Low
Wajir,Dif,Town,"forests,wetlands",123.0,49386.20876207585,10116481.535367187,4.0,8.0,0,0.0,3.2,Low
Wajir,Dif,Town,forests,135.0,47800.170210739554,10122795.509177985,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,"forests,wetlands",136.0,47019.1673305686,10129109.500494637,4.0,8.0,0,0.0,3.2,Low
Wajir,Dif,Town,forests,142.0,47083.278228521274,10135423.509284426,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,forests,149.0,47989.115943395765,10141737.535514718,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,forests,148.0,49690.66891593449,10148051.57915296,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,forests,150.0,52110.047722079034,10154365.640166676,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,forests,152.0,55152.86699602923,10160679.718523476,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,forests,154.0,58722.2919355676,10166993.814191047,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,forests,155.0,62728.49089887595,10173307.927137159,4.0,1.0,0,0.0,1.4,Low
Wajir,Wajir,Town,forests,166.0,66112.85879860769,10179622.057329657,4.0,1.0,0,0.0,1.4,Low
Wajir,Wajir,Town,forests,174.0,62914.74443854165,10185936.20473647,4.0,1.0,0,0.0,1.4,Low
Wajir,Wajir,Town,forests,183.0,60213.845625482005,10192250.369325604,4.0,1.0,0,0.0,1.4,Low
Wajir,Wajir,Town,rangeland,191.0,58079.570506777585,10198564.551065147,4.0,3.0,0,0.0,2.0,Low
Wajir,Wajir,Town,rangeland,198.0,56576.08137273311,10204878.749923263,4.0,3.0,0,0.0,2.0,Low
Wajir,Wajir,Town,rangeland,209.0,55754.43143586426,10211192.965868194,2.0,3.0,0,0.0,1.4,Low
Wajir,Khorof Harar,Town,rangeland,224.0,55376.21703141904,10217507.198868265,2.0,3.0,0,0.0,1.4,Low
Wajir,Khorof Harar,Town,forests,239.0,49472.52462801958,10223821.448891874,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,258.0,43687.79167489683,10230135.715907501,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,279.0,38076.2755241156,10236449.999883698,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,309.0,32727.198813029278,10242764.300789105,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,344.0,27792.50788444118,10249078.618592426,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,321.0,23534.32843456353,10255392.953262452,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,rangeland,334.0,20381.18993643614,10261707.304768046,2.0,3.0,0,0.0,1.4,Low
Wajir,Khorof Harar,Town,forests,344.0,18894.664844454535,10268021.67307815,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,358.0,19460.498039450235,10274336.058161778,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,361.0,21920.327924158133,10280650.459988028,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,369.0,25736.70018984188,10286964.878526064,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,373.0,30402.99105385829,10293279.313745134,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,377.0,35586.41821510234,10299593.765614556,2.0,1.0,0,0.0,0.8,Low
Wajir,Khorof Harar,Town,forests,378.0,41091.746443043136,10305908.234103724,2.0,1.0,0,0.0,0.8,Low
Mandera,El Wak,Town,forests,392.0,45794.919445961525,10312222.71918211,2.0,1.0,0,0.0,0.8,Low
Mandera,El Wak,Town,"bareareas,floodplains",404.0,43353.93657332514,10318537.220819257,2.0,10.0,0,0.0,3.1,Low
Mandera,El Wak,Town,"floodplains,forests",418.0,41737.75453645887,10324851.738984784,2.0,10.0,0,0.0,3.1,Low
Mandera,El Wak,Town,"bareareas,floodplains",431.0,41043.92353427591,10331166.273648383,2.0,10.0,0,0.0,3.1,Low
Mandera,El Wak,Town,bareareas,447.0,41318.93430897368,10337480.824779823,2.0,5.0,0,0.0,1.8,Low
Mandera,El Wak,Town,rangeland,517.0,42544.00279441365,10343795.392348945,0.0,3.0,0,0.0,0.8,Low
Mandera,El Wak,Town,rangeland,510.0,44640.98098286899,10350109.976325663,0.0,3.0,0,0.0,0.8,Low
Mandera,El Wak,Town,rangeland,513.0,47494.51926753934,10356424.576679962,0.0,3.0,0,0.0,0.8,Low
Mandera,Takaba,Town,rangeland,537.0,48360.52786972885,10362739.193381904,0.0,3.0,0,0.0,0.8,Low
Mandera,Takaba,Town,forests,618.0,44710.40719388923,10369053.826401625,0.0,1.0,0,0.0,0.2,Low
Mandera,Takaba,Town,rangeland,634.0,41705.96522139181,10375368.475709327,0.0,3.0,0,0.0,0.8,Low
Mandera,Takaba,Town,forests,640.0,39494.83164481784,10381683.141275292,0.0,1.0,0,0.0,0.2,Low
Mandera,Takaba,Town,forests,631.0,38214.95893308097,10387997.823069869,0.0,1.0,0,0.0,0.2,Low
Mandera,Takaba,Town,forests,621.0,37960.6587648532,10394312.52106348,0.0,1.0,0,0.0,0.2,Low
Mandera,Takaba,Town,forests,651.0,38752.126515407996,10400627.235226622,0.0,1.0,0,0.0,0.2,Low
Mandera,Takaba,Town,forests,698.0,40528.140508426346,10406941.965529859,0.0,1.0,0,0.0,0.2,Low
Mandera,Takaba,Town,forests,718.0,43167.35114267853,10413256.71194383,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,forests,711.0,44083.34174058333,10419571.474439241,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,forests,757.0,38804.967986472075,10425886.252986874,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,forests,823.0,33888.01011929128,10432201.047557576,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,rangeland,824.0,29513.659333590836,10438515.85812227,0.0,3.0,0,0.0,0.8,Low
Mandera,Bannissa,Town,rangeland,775.0,25957.698524201238,10444830.684651947,0.0,3.0,0,0.0,0.8,Low
Mandera,Bannissa,Town,unknown,806.0,23593.119888802004,10451145.527117664,0.0,0.0,0,0.0,0.0,Low
Mandera,Bannissa,Town,unknown,879.0,22793.763785330633,10457460.385490555,0.0,0.0,0,0.0,0.0,Low
Mandera,Bannissa,Town,forests,871.0,23718.414721804576,10463775.25974182,0.0,1.0,0,0.0,0.2,Low
Mandera,Bannissa,Town,forests,875.0,26185.070065393786,10470090.149842728,0.0,1.0,0,0.0,0.2,Low
Mandera,Malka Mari,Town,forests,881.0,28309.26580685204,10476405.055764617,0.0,1.0,0,0.0,0.2,Low
Mandera,Malka Mari,Town,unknown,898.0,24889.194361139667,10482719.977478897,0.0,0.0,0,0.0,0.0,Low
Tana River,Kipini,Town,forests,27.0,9633.263164853584,9744428.6616586,7.0,1.0,0,1.5,2.7,Low
Tana River,Mpeketoni,Town,forests,22.0,8854.255500263966,9750741.257178878,7.0,1.0,0,1.5,2.7,Low
Lamu,Mpeketoni,Town,forests,15.0,7100.410445299475,9757053.872656185,10.0,1.0,0,1.5,3.6,Low
Lamu,Mpeketoni,Town,unknown,18.0,10125.264664169577,9763366.508051809,10.0,0.0,0,0.0,3.0,Low
Lamu,Mkunumbi,Town,unknown,22.0,9509.973851203691,9769679.16332714,7.0,0.0,0,1.5,2.4,Low
Lamu,Mkunumbi,Town,forests,9.0,11671.148765449,9775991.838443669,10.0,1.0,0,0.0,3.2,Low
Lamu,Mkunumbi,Town,forests,18.0,16188.853954493057,9782304.533362981,10.0,1.0,0,0.0,3.2,Low
Lamu,Mkunumbi,Town,forests,18.0,21633.988056171456,9788617.248046767,10.0,1.0,0,0.0,3.2,Low
Lamu,Majengo,Town,forests,27.0,22528.319227118718,9794929.98245681,7.0,1.0,0,0.0,2.4,Low
Lamu,Majengo,Town,forests,29.0,17795.853732145602,9801242.736554999,7.0,1.0,0,0.0,2.4,Low
Lamu,Majengo,Town,forests,33.0,14350.847393546983,9807555.510303311,7.0,1.0,0,0.0,2.4,Low
Lamu,Bodhei,Town,forests,37.0,12555.322168948924,9813868.30366383,7.0,1.0,0,0.0,2.4,Low
Garissa,Bodhei,Town,forests,40.0,12435.368506229772,9820181.11659873,7.0,1.0,0,0.0,2.4,Low
Garissa,Bodhei,Town,rangeland,30.0,15222.60927060017,9826493.94907029,7.0,3.0,0,0.0,2.8,Low
Garissa,Ijara,Town,forests,41.0,18127.72778390881,9832806.801040877,7.0,1.0,0,0.0,2.4,Low
Garissa,Ijara,Town,forests,48.0,13225.145811841012,9839119.672472963,7.0,1.0,0,0.0,2.4,Low
Garissa,Ijara,Town,forests,54.0,10063.876831589916,9845432.563329108,4.0,1.0,0,0.0,1.4,Low
Garissa,Ijara,Town,forests,58.0,10380.073218352976,9851745.473571975,4.0,1.0,0,0.0,1.4,Low
Garissa,Ijara,Town,rangeland,62.0,13939.059909309706,9858058.403164318,4.0,3.0,0,0.0,2.0,Low
Garissa,Ijara,Town,forests,66.0,18998.316512056575,9864371.352068987,4.0,1.0,0,0.0,1.4,Low
Garissa,Ijara,Town,forests,69.0,24650.797906543266,9870684.32024893,4.0,1.0,0,0.0,1.4,Low
Garissa,Ijara,Town,"floodplains,forests",70.0,30569.180763739718,9876997.307667183,4.0,10.0,0,0.0,3.7,Low
Garissa,Ijara,Town,"floodplains,forests",77.0,36624.78608405994,9883310.314286884,4.0,10.0,0,0.0,3.7,Low
Garissa,Ijara,Town,"floodplains,forests",81.0,42759.35297499375,9889623.34007126,4.0,10.0,0,0.0,3.7,Low
Garissa,Ijara,Town,forests,89.0,48943.199180039956,9895936.384983635,4.0,1.0,0,0.0,1.4,Low
Garissa,Ijara,Town,forests,92.0,55159.75338155547,9902249.44898742,4.0,1.0,0,0.0,1.4,Low
Garissa,Ijara,Town,forests,98.0,61399.081493544974,9908562.53204613,4.0,1.0,0,0.0,1.4,Low
Garissa,Ijara,Town,"floodplains,rangeland",98.0,67654.88298258992,9914875.63412336,4.0,10.0,0,0.0,3.7,Low
Garissa,Kolbio,Town,forests,115.0,70634.10980640822,9921188.75518281,4.0,1.0,0,0.0,1.4,Low
Garissa,Kolbio,Town,forests,118.0,73016.15993291035,9927501.895188263,4.0,1.0,0,0.0,1.4,Low
Garissa,Kolbio,Town,"forests,wetlands",114.0,75852.67907300936,9933815.0541036,4.0,8.0,0,0.0,3.2,Low
Garissa,Kolbio,Town,"rangeland,wetlands",115.0,79094.78744998029,9940128.231892787,4.0,8.0,0,0.0,3.2,Low
Garissa,Kolbio,Town,forests,124.0,82694.79456992542,9946441.428519888,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,"forests,wetlands",118.0,77188.659557453,9952754.643949054,4.0,8.0,0,0.0,3.2,Low
Garissa,Hagadera,Town,forests,132.0,71299.23501949894,9959067.87814453,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,126.0,65491.677581621836,9965381.131070647,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,"floodplains,forests",127.0,59789.847955522295,9971694.402691832,4.0,10.0,0,0.0,3.7,Low
Garissa,Hagadera,Town,forests,127.0,54227.10736000804,9978007.692972599,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,125.0,48850.99379463229,9984321.001877548,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,127.0,43730.39200387492,9990634.329371374,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,125.0,38966.16407733679,9996947.675418857,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,139.0,34705.38674314547,10003261.039984873,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,143.0,31155.303931765164,10009574.423034376,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,143.0,28581.973780164775,10015887.824532416,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,forests,137.0,27263.394052454132,10022201.244444126,4.0,1.0,0,0.0,1.4,Low
Garissa,Hagadera,Town,rangeland,125.0,27381.43994293865,10028514.682734733,4.0,3.0,0,0.0,2.0,Low
Garissa,Hagadera,Town,rangeland,125.0,28918.523811531613,10034828.139369546,4.0,3.0,0,0.0,2.0,Low
Garissa,Hagadera,Town,rangeland,116.0,31668.690429626004,10041141.61431396,4.0,3.0,0,0.0,2.0,Low
Garissa,Liboi,Town,rangeland,108.0,31805.471034972903,10047455.107533464,4.0,3.0,0,0.0,2.0,Low
Wajir,Liboi,Town,"floodplains,forests",102.0,29482.791970413047,10053768.618993627,4.0,10.0,0,0.0,3.7,Low
Wajir,Liboi,Town,"floodplains,forests",103.0,28407.203751598,10060082.148660107,4.0,10.0,0,0.0,3.7,Low
Wajir,Liboi,Town,"floodplains,forests",99.0,28719.167738619362,10066395.696498647,4.0,10.0,0,0.0,3.7,Low
Wajir,Liboi,Town,rangeland,97.0,30375.96309935056,10072709.262475075,4.0,3.0,0,0.0,2.0,Low
Wajir,Liboi,Town,rangeland,93.0,33176.72136946715,10079022.846555311,4.0,3.0,0,0.0,2.0,Low
Wajir,Liboi,Town,"floodplains,forests,wetlands",90.0,36861.60218223579,10085336.44870535,4.0,10.0,0,0.0,3.7,Low
Wajir,Liboi,Town,forests,98.0,41194.02575684443,10091650.06889128,4.0,1.0,0,0.0,1.4,Low
Wajir,Liboi,Town,forests,100.0,45991.357543235375,10097963.707079269,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,rangeland,106.0,49330.35086697504,10104277.363235572,4.0,3.0,0,0.0,2.0,Low
Wajir,Dif,Town,rangeland,111.0,46034.420132583415,10110591.037326528,4.0,3.0,0,0.0,2.0,Low
Wajir,Dif,Town,rangeland,120.0,43415.88793549589,10116904.729318561,4.0,3.0,0,0.0,2.0,Low
Wajir,Dif,Town,"floodplains,forests,wetlands",127.0,41602.8602563799,10123218.439178172,4.0,10.0,0,0.0,3.7,Low
Wajir,Dif,Town,rangeland,132.0,40703.11788789908,10129532.166871957,4.0,3.0,0,0.0,2.0,Low
Wajir,Dif,Town,forests,136.0,40777.1602503233,10135845.912366586,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,forests,140.0,41819.815379373475,10142159.675628813,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,"floodplains,forests,wetlands",139.0,43761.90451350602,10148473.456625478,4.0,10.0,0,0.0,3.7,Low
Wajir,Dif,Town,forests,145.0,46490.84622733334,10154787.255323501,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,forests,146.0,49877.65478867156,10161101.071689883,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,"floodplains,forests",144.0,53798.22747546826,10167414.905691713,4.0,10.0,0,0.0,3.7,Low
Wajir,Dif,Town,forests,149.0,58144.69261924569,10173728.757296154,4.0,1.0,0,0.0,1.4,Low
Wajir,Dif,Town,"rangeland,wetlands",152.0,62828.72311348449,10180042.626470456,4.0,8.0,0,0.0,3.2,Low
Wajir,Dif,Town,"rangeland,wetlands",160.0,67780.37167466136,10186356.513181943,4.0,8.0,0,0.0,3.2,Low
Wajir,Wajir,Town,forests,174.0,66101.75124087598,10192670.41739803,4.0,1.0,0,0.0,1.4,Low
Wajir,Wajir,Town,forests,185.0,64163.62538349138,10198984.339086205,4.0,1.0,0,0.0,1.4,Low
